Tingkat kebisingan,Rata-rata hasil audiometri,Rata-rata usia,Rekomendasi
89,85.5,36.2,2
104,94.5,25.9,2
95,77.4,22.5,2
76,73.2,30.4,2
102,76.1,37.2,2
77,71.3,36,2
109,83.9,20.4,2
102,86.1,23.5,2
104,100,24.2,2
90,70.7,23.4,2
92,86,37.1,2
87,82.4,25.9,2
95,75.5,23.1,2
110,78,22.5,2
83,98.5,29.1,2
99,99.8,34.9,2
90,71.1,20.5,2
93,97.6,37.5,2
70,89.8,31.3,2
85,85.9,31.8,2
97,79.1,29,2
105,82.4,21.8,2
79,98.6,33.7,2
70,71,38.4,2
94,93.1,25.2,2
95,84.4,35,2
105,93.8,25.8,2
109,76.6,39.9,2
97,93,23.3,2
89,76.7,21.1,2
105,94.1,32.5,2
101,70.8,34.4,2
77,75.2,36.9,2
103,72.2,39.7,2
83,95.4,30.4,2
80,77.3,33.4,2
96,78.1,36.6,2
96,89.5,25.1,2
104,87.1,29.1,2
98,74.8,25.7,2
97,73.2,39.8,2
89,93.8,30,2
86,73.7,22.1,2
90,77.7,21.3,2
107,77.6,25.4,2
80,85.9,39.7,2
82,98.4,23.7,2
93,88.6,30,2
79,95.2,28.1,2
98,99.4,24.4,2
101,90.3,35.4,2
70,75.4,37.7,2
109,78.1,33.6,2
87,98,28.9,2
108,89.1,39.3,2
91,79.3,37.4,2
96,91.5,22.5,2
92,76.5,20.5,2
87,88.8,32.3,2
80,86.5,34.4,2
95,77.3,32.6,2
108,75.7,24.7,2
105,89.7,27.9,2
78,80.4,31.3,2
87,88.4,23.1,2
106,74.5,20.5,2
101,76.9,29.7,2
70,95.5,25.6,2
107,80.6,36.4,2
91,73.7,21.6,2
106,94.4,29.4,2
92,87.3,27.9,2
95,70,37.3,2
75,98.4,30.6,2
80,73.1,23.3,2
82,83.9,31.3,2
103,79.6,22.8,2
73,74.7,30.3,2
105,96.8,23.2,2
104,95.6,20.9,2
102,75.5,29.4,2
97,83.1,28,2
106,95.8,26.5,2
90,82.3,32.8,2
86,79.8,26.9,2
82,97.7,26.2,2
92,94.3,38.1,2
97,86.8,30.2,2
107,100,36.2,2
82,99.1,36.7,2
72,77,21.6,2
70,77.1,26.2,2
91,91.6,29.7,2
95,93.1,29.7,2
97,90.5,29.2,2
85,77.9,22.3,2
82,75.8,28.5,2
86,70.4,22.2,2
110,74.8,39.6,2
107,70,24.4,2
96,78,28.4,2
78,91.8,31.3,2
77,80.6,37.3,2
104,86.3,33.6,2
84,85.8,28.8,2
103,81.4,35.2,2
104,77.1,20.8,2
110,95.7,24,2
79,96.1,38.7,2
92,81,35.1,2
79,82.3,27.8,2
92,91.1,23.4,2
89,98.8,27.9,2
88,70.8,33.9,2
96,92.8,20.2,2
108,86,35.4,2
74,71.3,32.1,2
88,88.5,40,2
87,94,30.4,2
95,71.2,21.7,2
74,86.6,30.7,2
100,79.3,22.5,2
95,82.4,25.3,2
79,79.8,31.8,2
102,77.4,39.7,2
102,92.9,34.2,2
101,73.1,35,2
104,73.1,31,2
97,94.7,22.2,2
106,70.9,24.4,2
95,72.2,29.3,2
86,72.1,23.6,2
88,81.9,25,2
75,87.2,35.4,2
83,88.7,30.4,2
83,96.8,32.3,2
79,95.9,24.9,2
92,77.8,25.4,2
72,88.6,25.3,2
71,75,22.7,2
82,77.7,20.6,2
74,79.1,20.6,2
74,74.1,30.5,2
101,72.3,33.3,2
79,72.1,31.7,2
78,83,34.7,2
80,97.1,23,2
89,75.3,26.8,2
106,96.1,28.9,2
101,81.8,35.6,2
97,81,26.1,2
102,90.1,38.4,2
97,91,31.6,2
92,96.5,23.8,2
80,83.5,22.1,2
79,79,39.5,2
108,77.3,20.4,2
101,75.2,26,2
77,78.2,34.9,2
84,71.6,24.3,2
78,77.2,35.5,2
74,82.9,32.1,2
80,85.2,35.5,2
88,72.7,37.7,2
100,98.9,37.4,2
89,88.8,34.1,2
87,96.2,23.9,2
85,72.4,35,2
99,74.4,36.2,2
101,71.1,25.2,2
88,92.1,32,2
96,82.6,33.5,2
103,78.4,37.5,2
81,74,20.5,2
96,95.9,26.9,2
79,84.6,30.5,2
104,96.7,28.2,2
105,86,28.3,2
71,96.5,28.4,2
84,77.2,29.7,2
80,95.3,22.4,2
109,95.3,29.5,2
89,84.8,37.3,2
91,80.1,29.9,2
91,85,22.8,2
99,75.8,21.6,2
89,87.6,30.2,2
81,93,32.2,2
73,89,20.4,2
108,79.9,24.2,2
97,93.6,29.7,2
81,100,24.4,2
103,98.4,22.4,2
99,74.6,33.1,2
82,84.6,24.2,2
107,80.5,23.2,2
102,70.6,29.7,2
103,97.7,25,2
74,93.2,24.8,2
93,75.9,25.4,2
80,89.8,22.4,2
93,77.5,33,2
74,84.5,21.7,2
84,77.1,22.5,2
105,88.6,23.6,2
110,89.5,34.5,2
104,86,24.1,2
83,95.2,28.9,2
104,98.2,34.8,2
98,80.5,25.5,2
91,89.2,29.6,2
87,100,20.7,2
80,74.4,34.2,2
91,98.1,32,2
90,71.6,35,2
106,99.4,24.1,2
104,98.1,35.4,2
79,94.2,28.1,2
79,96.1,22.2,2
72,99.6,23.2,2
75,89.5,23,2
75,77.2,26.7,2
84,95.8,21.6,2
102,72,29.5,2
90,97.4,35.6,2
95,94.2,33.6,2
93,89.5,21.3,2
77,79.2,27,2
80,76.1,35.7,2
95,88.4,28.4,2
73,94.2,33,2
92,93.6,29,2
86,72,25.5,2
94,94,20.6,2
86,81.9,24.7,2
84,91.5,30.1,2
75,81.2,24.7,2
100,72.7,25.7,2
90,77.5,33.7,2
74,91.6,21.8,2
82,84.9,37.7,2
88,71.5,31.7,2
92,86.1,34.4,2
78,79.9,25.3,2
90,71.1,33.5,2
100,76.2,35.8,2
100,80.4,24.5,2
94,81.5,27.5,2
105,79.4,39.1,2
108,75.1,25.9,2
100,86.3,35.8,2
103,85.7,23.8,2
102,94.7,33.8,2
81,77.3,37.8,2
93,88,39.3,2
98,80,30.7,2
76,79.8,20.2,2
80,93.1,35.1,2
77,96.2,21.7,2
79,95.3,32.7,2
95,72.6,23.9,2
100,97.2,26.2,2
91,99.1,28.1,2
108,95.6,26.8,2
85,99.4,21.6,2
105,91.3,39.2,2
104,90.1,31,2
83,74.6,29.7,2
96,71.6,29.2,2
96,85.5,20.5,2
75,84.2,39.7,2
82,79.6,35.6,2
94,96.8,28.2,2
107,76.2,35.9,2
79,78.7,26.1,2
91,72.2,29.7,2
100,91.7,32.3,2
89,70,28.9,2
76,86.6,33.2,2
71,85.2,29.4,2
74,81.1,37.9,2
99,76.4,32.5,2
103,94,37.2,2
92,89.5,22.7,2
70,85.2,37.7,2
96,84,26.7,2
92,82.4,37.2,2
87,79.4,34.9,2
80,78.2,35.9,2
77,89,20.7,2
80,98.3,35.5,2
101,76.7,26.9,2
105,99.3,28.6,2
102,88.7,22,2
80,94.4,28,2
75,84.5,33.9,2
103,87.3,22.6,2
94,99.1,34.7,2
97,98.1,35.4,2
92,83.4,33,2
97,98.8,34.4,2
86,71.1,35,2
95,81.4,20.7,2
96,78.7,28.3,2
76,74.4,29.1,2
83,86.6,29.6,2
74,93.6,25.6,2
102,91.4,24.2,2
87,82.9,27.2,2
96,89.7,32.8,2
107,92,38.1,2
84,81.5,22.2,2
78,92.3,24.1,2
102,71,27.4,2
103,72.9,37.3,2
74,76.6,24.1,2
79,80.4,23.3,2
72,95.5,38,2
76,83.7,29.2,2
91,80,38.2,2
81,96.6,38.8,2
78,71.2,36.4,2
89,91.7,22,2
90,89.5,33.2,2
75,79.6,38,2
88,91.9,25.7,2
76,79.4,24.3,2
90,94.1,31.8,2
70,92.4,31.7,2
101,74.5,24.8,2
86,80.6,33,2
87,83.9,28.9,2
71,79.1,26.4,2
103,87.1,30.2,2
81,79.1,35.2,2
87,94.2,36.5,2
87,80.5,36.1,2
86,71,28.8,2
75,75.7,36.4,2
103,83.1,24.1,2
108,96.3,24.8,2
77,76.7,35.2,2
84,99.6,30.6,2
103,76.9,20.7,2
107,93.8,38.2,2
91,73.6,21.9,2
94,91.2,33.9,2
80,90,32.8,2
76,90.8,24.1,2
77,98.5,33.8,2
70,76,39.9,2
83,84,32.7,2
74,88.1,23.6,2
106,99.8,37.3,2
70,77.7,23.7,2
78,85.8,34.2,2
88,88.8,28.5,2
95,84.5,22.2,2
88,94.7,33.2,2
95,71.1,22.6,2
108,91.5,26.3,2
105,83.1,37.5,2
86,79.1,39.5,2
78,72.2,23,2
98,72.4,27.8,2
77,95.8,21.2,2
86,74.8,25.9,2
101,92.1,21.2,2
86,79.7,34.7,2
70,84.3,28.8,2
77,89.8,31.8,2
73,90,35.5,2
76,83.5,30.9,2
96,97.3,20,2
105,82.3,21.9,2
83,80.3,21.9,2
101,82.1,36.6,2
85,99.3,39.7,2
94,88.3,35.2,2
70,79.1,39.4,2
85,79.2,35.3,2
83,74.7,24.1,2
103,72.6,32.5,2
72,75.3,37.8,2
86,75.2,38.4,2
86,91.9,31.9,2
92,93.7,28.5,2
109,90.2,30.3,2
85,97.7,34.3,2
98,92.4,32.6,2
94,71.8,29.6,2
90,74.8,23.8,2
96,89.7,21.1,2
95,77.9,28.6,2
88,98.5,36.7,2
98,72.4,24,2
89,88.4,39.7,2
78,96.7,30.4,2
90,82.2,38.8,2
103,77.2,35.1,2
79,92.5,31.6,2
94,91.6,24,2
79,72.9,36.6,2
108,73.7,31.9,2
101,87,28.8,2
96,99.6,25,2
100,89.6,20.6,2
74,73.8,32,2
97,84.5,32.2,2
105,88,39.9,2
106,71.6,23,2
85,71.1,22.1,2
70,84.3,36.7,2
70,95,24.8,2
101,83.4,38.4,2
102,90.8,25.1,2
92,80.7,40,2
75,86,23.2,2
78,88.4,28.5,2
105,95.5,27.5,2
97,83.8,32.3,2
109,96.7,35,2
109,85.2,37.8,2
81,87.8,26.8,2
70,84.8,23.5,2
74,74.8,38.1,2
80,72.5,33.5,2
102,73.4,26.4,2
107,74.5,35.3,2
104,98.5,25.2,2
106,81.9,38.6,2
105,73.8,36.7,2
105,82.7,24.4,2
73,70.4,20.3,2
106,96.6,39.5,2
100,72.1,26.8,2
76,92.3,37.5,2
92,71.5,33.5,2
100,99.2,38.8,2
78,86.8,24.1,2
80,90.7,38.9,2
100,90.2,24.8,2
71,80,29,2
99,92.3,39.1,2
104,71.2,34.9,2
70,88,35.3,2
81,87.3,25.5,2
100,98.7,26.7,2
92,94.2,27.1,2
74,80.4,33.1,2
101,88.6,23,2
71,74.7,36.2,2
81,98,36.3,2
77,86.4,25.4,2
70,98.8,20.5,2
96,78.4,27.8,2
91,76.5,34.5,2
76,87.9,34.6,2
87,71.3,27.4,2
88,95.9,39.5,2
106,98.3,21.6,2
101,90.4,27.5,2
107,99.3,28.5,2
76,81.4,36.8,2
83,87.1,28.1,2
76,84,24.3,2
75,74.2,32.5,2
75,89.8,37.8,2
86,99.9,35.6,2
82,80.1,21.2,2
108,87.7,27.7,2
83,91.5,26.8,2
79,90.5,38.8,2
88,79.3,34.5,2
88,70.4,24.8,2
93,99.1,29.7,2
83,73.8,33.8,2
106,99.3,36.3,2
104,92.1,30.6,2
102,76.5,37.5,2
75,74.3,28.1,2
78,85.7,37.7,2
103,94.3,30.1,2
106,72.1,39.8,2
102,93.7,33.9,2
107,96.7,25,2
93,94.6,36.3,2
74,70,23.4,2
84,96.7,24.2,2
73,92,34.8,2
71,85.5,31.1,2
105,83.4,30.5,2
74,90.9,30.9,2
85,73.3,24,2
88,91.5,20.9,2
73,87.8,38.8,2
102,96.2,24.6,2
78,70.6,33.9,2
103,84.4,32.5,2
82,98.9,30.8,2
74,83.6,28.9,2
110,88.3,21.6,2
90,70,35.8,2
76,73.3,23.3,2
80,76.4,30,2
105,90.2,27.4,2
98,80.7,22.2,2
103,72.2,37,2
106,95.2,36.2,2
72,87.7,21.6,2
76,76,26.7,2
91,83.8,35.4,2
98,97.3,30.4,2
101,79,36.1,2
88,76.1,27.8,2
97,76.5,35.5,2
77,73.6,25.6,2
76,83.6,33.6,2
79,96.8,25.8,2
70,87.1,31.1,2
74,100,36.4,2
94,97.5,27.9,2
71,95.4,22.7,2
86,87.2,26.8,2
97,75.8,34.7,2
83,86.1,33.1,2
77,78.8,33.3,2
87,84.6,28.3,2
110,92.8,29.5,2
106,91.4,21.8,2
88,83.8,37.8,2
80,72.3,36.5,2
92,83.7,36.6,2
89,76.2,29.3,2
97,88.9,25.8,2
79,71.7,22,2
82,91.5,33,2
71,96.7,23.3,2
83,91.7,31.8,2
70,96.7,37,2
102,97.2,25.8,2
98,98.2,30.5,2
107,77.3,37.1,2
107,89.5,36.1,2
107,70.1,34,2
95,82.2,26.6,2
86,74.8,33,2
95,91,39.3,2
81,90.2,24.2,2
98,91.3,32.4,2
73,82.2,21.3,2
88,95.4,39.9,2
76,90.6,31.9,2
71,94.2,38.1,2
104,99,34.1,2
76,73.4,31,2
108,95.4,23.1,2
103,97.1,26.8,2
80,72,31.5,2
76,89.5,22.8,2
103,82.1,21.8,2
87,83,30.1,2
86,76.6,33.3,2
89,81,34.7,2
99,88.6,25.5,2
107,95,22.7,2
70,92.1,29.7,2
92,74.1,31,2
95,81.3,30.6,2
97,84.1,27.2,2
90,70.6,21.2,2
84,95.4,39.2,2
73,90.3,30.4,2
81,71.8,39.3,2
98,91.6,37.5,2
83,70.8,22.4,2
81,96.1,29.1,2
86,84.3,27.7,2
93,70,24.7,2
104,75.8,20.8,2
104,93,38.4,2
76,73.6,30.5,2
85,87,26.3,2
93,80.9,30.4,2
86,90.6,22.2,2
71,89.9,27.8,2
72,88.3,30.5,2
72,80.7,32,2
87,72.6,32,2
97,98.2,28.4,2
79,96,24.4,2
107,95.8,22.2,2
89,90.1,28.6,2
81,77,27.6,2
97,73,30.5,2
96,90.9,23.8,2
86,93,31.8,2
86,95.9,35.2,2
70,88.4,24.2,2
77,91.7,31.9,2
100,89.3,37.9,2
88,74.6,39.1,2
87,86.4,31.4,2
72,84,33.7,2
82,92.1,34.7,2
72,76.5,33.3,2
71,70.4,38.4,2
102,79.9,39.3,2
78,88.2,34.5,2
80,83.3,32.2,2
104,78.4,21.7,2
97,99.3,25.8,2
85,78.8,35.2,2
76,73.7,21.3,2
78,89.6,20.2,2
93,98.2,22.5,2
101,93.8,36.7,2
94,81.1,32.8,2
76,72.7,37.8,2
105,77.9,24.8,2
28,15.4,57.4,3
66,28.9,40,3
4,25.4,54.3,3
23,46.3,56,3
49,53,45.9,3
34,50.7,56,3
7,8,41.5,3
23,1.1,46,3
11,59.3,40,3
11,60.2,43.5,3
62,60.2,55.7,3
18,19.6,47.8,3
20,57.7,53.2,3
5,33.3,48.7,3
45,60.2,55.4,3
31,22.1,44,3
27,3.8,58.4,3
65,54.5,52.1,3
42,64.1,43.1,3
0,13.8,45,3
31,27.1,43.5,3
29,29.7,50.1,3
13,59.8,47,3
68,50.3,49.2,3
59,12.6,41.4,3
8,66.4,44.1,3
60,38.8,48.9,3
24,25,51.4,3
8,46.8,54.8,3
22,4.9,51.1,3
59,27.9,56.2,3
50,38.2,51.8,3
47,14.3,44.2,3
27,10.1,56.7,3
42,26.5,59.9,3
28,37.1,55.8,3
28,68.9,53.5,3
43,11.8,48,3
55,10.2,41.1,3
3,0.3,42.4,3
32,28.3,56.6,3
46,17.2,55,3
37,65.3,47.5,3
19,49.8,57.2,3
9,17,45.6,3
8,37.9,52.1,3
47,67,55.2,3
56,45.1,41.2,3
20,55.5,43.7,3
55,54.9,55.4,3
49,56.6,48.4,3
66,2.8,58.2,3
4,68.1,53.9,3
30,62.9,58.1,3
40,66.8,57.2,3
55,27.7,53.9,3
7,19.8,46.6,3
1,8.4,45.8,3
58,22,58.6,3
30,52.2,55.5,3
2,52.3,45.2,3
62,24.5,51.5,3
63,58.4,44.5,3
38,16.9,55.9,3
69,1.5,55.8,3
51,45.5,45,3
52,43.7,49.5,3
17,32.9,56.2,3
6,6.7,43.5,3
41,37.7,42.3,3
30,28.7,53.3,3
2,35.5,56.1,3
33,45.3,40.9,3
50,8.7,53.3,3
66,42.4,58.6,3
66,6.5,49.1,3
70,33.4,43,3
50,54.4,51.4,3
46,12.1,43.9,3
18,20.4,59.1,3
3,42.7,47.5,3
40,3.5,48.5,3
64,50.4,42.3,3
15,44.2,54.9,3
51,41.4,51.3,3
5,55.1,58.6,3
14,30.8,42.7,3
21,52.6,60,3
66,53.5,48.9,3
29,1.3,57.1,3
48,18.8,41.3,3
58,10.6,56.8,3
37,46.1,41.9,3
33,20.6,50.6,3
7,0.8,48.8,3
43,50.8,58.8,3
24,55,56.5,3
66,45.3,57,3
1,58.2,48.1,3
41,59.3,44.5,3
52,28,50.6,3
60,61.4,54.9,3
70,2.6,48.4,3
16,32.1,54.9,3
59,47.4,53.9,3
41,42,50.9,3
25,4.6,54.5,3
58,38.2,43.4,3
15,43.2,54,3
44,45.7,49.5,3
57,17.7,55.6,3
69,46.9,40.4,3
13,1.5,52.5,3
25,14.3,49.3,3
68,25.9,52,3
42,46.7,51.8,3
46,52.1,52,3
1,46.7,56,3
25,49.2,55.8,3
64,8.6,44.1,3
22,23.4,56.2,3
20,64.9,45.5,3
8,31.5,41.7,3
49,9.1,42.4,3
24,37,52.9,3
68,55.2,46.2,3
68,24.9,43.5,3
37,55,59,3
21,7.3,43.6,3
20,33.9,41.8,3
33,41.8,56.3,3
46,63.9,53.2,3
25,62.9,51.1,3
52,61,45,3
8,68.4,44.6,3
36,56.5,57.4,3
66,38.5,51.3,3
21,27.7,46,3
10,33.2,54.4,3
9,31.7,50.5,3
33,27.3,58,3
35,4.3,58.1,3
9,29.8,47.7,3
54,13,47.3,3
34,53.4,46.8,3
9,62.3,47.1,3
17,35.7,57.5,3
3,33.3,41.3,3
41,36.1,52.3,3
44,9.5,54.4,3
43,58.7,46.5,3
54,41.1,49.7,3
28,17.4,59.2,3
53,6.3,52.3,3
39,0.5,43.3,3
63,51.9,47.7,3
26,53.1,51.9,3
18,45.3,54.8,3
12,22,53,3
0,37.4,59.3,3
53,61.6,43.2,3
46,39.8,56.3,3
39,38,43,3
29,21.1,45.4,3
4,21.4,58.9,3
53,33.4,47,3
2,6,47.3,3
11,43.6,54.3,3
39,1.6,46.6,3
31,12,46.4,3
36,8.7,53.9,3
9,20.7,40.9,3
13,48.1,58.4,3
64,52,43.4,3
19,68,45.8,3
3,68,43.5,3
47,41.4,46.9,3
66,38.6,56,3
33,46.9,56.6,3
26,5.4,40.6,3
43,25.3,51.5,3
17,23.6,40.4,3
13,3.1,44,3
58,62.3,41.2,3
21,33.3,49.9,3
41,33.1,59.1,3
70,69.7,51.6,3
35,39.9,54.6,3
53,38.1,52.1,3
57,4.8,58,3
14,62.4,50.4,3
23,27.7,53.7,3
54,15.2,45,3
6,16.4,40.9,3
56,55.8,43.9,3
54,28.4,50.2,3
8,41.9,54.7,3
35,10.1,58.7,3
12,13.7,59.6,3
35,26.2,48.6,3
57,43.1,51.6,3
49,19.5,40.7,3
25,64.6,44.5,3
58,20.8,57.3,3
65,1.3,49.4,3
38,21.3,54.3,3
69,19.9,45.3,3
33,4.4,43.7,3
52,49.7,44.9,3
62,46.2,54.6,3
24,19,52.8,3
44,5.3,56.5,3
67,37.8,53.6,3
2,22.3,44,3
18,15.5,50.2,3
67,42.3,45.5,3
12,11,47.9,3
38,35.8,59,3
15,61.3,53.9,3
2,58.4,47.3,3
31,59.5,59.1,3
46,25.7,48.1,3
30,69.8,50.5,3
13,4,41,3
26,21.5,50.3,3
3,58.2,41.1,3
40,10.6,51.9,3
12,7.8,42.6,3
40,67.6,47.3,3
50,43.1,42.8,3
49,1.5,57.6,3
20,24.8,45.1,3
35,66.7,49.9,3
5,3.7,52.8,3
55,29.2,40.8,3
41,40,46,3
21,37.3,55.7,3
56,7.9,48.5,3
52,60.3,48.1,3
44,14.6,47.9,3
64,38.1,47.7,3
65,14.7,51.9,3
35,63.3,47.9,3
66,69.6,50.5,3
3,48.7,58.8,3
65,2.6,55.4,3
53,32.6,54,3
34,49.7,43.2,3
37,21.5,48.3,3
38,4.4,49.3,3
55,8.5,43.6,3
25,22.3,41.6,3
51,0.2,42.3,3
40,24,51.3,3
69,4.5,58.8,3
8,54.9,41.3,3
16,2.1,46.1,3
6,63.7,45.6,3
29,50.5,50.7,3
56,16.4,55.8,3
1,20,45.4,3
33,68.3,45.9,3
13,20.5,46.4,3
43,65,47,3
40,5.8,55.4,3
0,30.9,54.5,3
2,47.6,53.2,3
45,13.5,44.7,3
39,49.7,57.5,3
26,2.9,41.6,3
58,5.8,48.2,3
35,24,43.4,3
59,29.2,53.3,3
38,20.6,45.3,3
37,45.2,56.7,3
40,5.5,58.3,3
1,67,40,3
5,24.1,53.2,3
70,47.4,41.7,3
43,23.8,58.2,3
11,17.2,45.8,3
24,20.5,46.3,3
59,58.3,53.6,3
10,68.4,58.3,3
18,15.9,51.2,3
52,61,56.9,3
1,0.4,44.1,3
30,7.4,50.5,3
4,37.3,42.8,3
57,20.2,47.9,3
10,57.6,49.9,3
52,49.3,50.8,3
39,1,50.3,3
60,68.4,43.1,3
45,68.6,44.2,3
1,58.1,47.6,3
50,37.6,40.8,3
54,1.9,52,3
37,60.4,43.6,3
25,10.8,49.4,3
22,21.5,47.5,3
57,54.9,42.7,3
70,12.5,59.5,3
22,45,49.9,3
12,69.7,52.8,3
36,1.9,58.9,3
10,12.9,42.5,3
40,3.5,57.1,3
67,49.8,50,3
58,69.4,49.4,3
3,31.2,43.8,3
56,62.4,51.6,3
20,63.3,50.7,3
65,68.9,40.3,3
29,54.7,46.1,3
66,35.6,42.6,3
44,55.9,53.9,3
1,60,50.2,3
37,21.5,55.7,3
20,46.1,45.4,3
55,38.1,45.8,3
31,25.1,47.2,3
46,5,42.9,3
65,17.8,58.8,3
4,50.2,52.3,3
63,41.9,53.8,3
43,14,41.6,3
2,1.7,58.6,3
19,27.7,51.8,3
35,31.4,58.1,3
36,44.2,46,3
34,22.2,53.3,3
31,66.3,59.9,3
9,26.2,54.9,3
27,52.1,49.1,3
39,10.2,55.6,3
50,10,48.7,3
21,13.5,47,3
43,64.2,47,3
3,47.5,41.7,3
46,20.9,56.6,3
17,52.7,46.1,3
31,12.9,54.1,3
51,61.4,40.8,3
0,56.8,59,3
16,61.2,50.4,3
63,44.1,46.6,3
48,55.6,52,3
63,51.6,53.1,3
8,43.5,54.9,3
27,63.3,52.6,3
24,60.3,50.5,3
36,52.3,46.8,3
69,1.7,42.6,3
60,38.7,49,3
13,33.4,41,3
39,47.5,49.5,3
56,30.7,52.5,3
6,15.9,42.3,3
70,35.3,57.2,3
26,25.8,55.4,3
48,52.5,47.7,3
32,65.9,54.6,3
9,31.8,48.4,3
37,62.1,56,3
51,38.4,51.7,3
33,47.3,40,3
26,56.3,49.3,3
48,37.8,48.3,3
61,38.5,53.2,3
31,36.8,56.2,3
11,53.9,53.7,3
63,6.3,50,3
20,12.3,43.2,3
30,27.1,51.6,3
38,49.8,41.4,3
11,19.6,57.7,3
52,31.6,44.7,3
41,4.1,42.5,3
25,15,54.3,3
58,28.6,53.8,3
31,23.9,56.6,3
8,39.7,55.8,3
32,50.9,43.4,3
0,53.7,40.4,3
15,39.2,47.8,3
13,50.2,43.8,3
50,62.8,54.7,3
25,13.8,57.1,3
54,46.7,56.1,3
70,0.8,42.1,3
34,43.3,42.3,3
40,47.5,49.2,3
14,2,43.9,3
23,37.5,54.6,3
25,20.8,55.3,3
34,33.7,48.7,3
69,51.1,53.4,3
44,64.7,42.8,3
52,67.6,45.2,3
18,49.6,51.3,3
51,59.3,45.7,3
25,60.8,53.1,3
40,49.5,46,3
34,65.7,56.7,3
10,31.8,44.2,3
52,5,42,3
26,50.7,45,3
54,62,40.6,3
43,39.5,40.9,3
55,47.3,52.4,3
25,56.8,55.8,3
65,7.8,43.2,3
2,52,40.2,3
35,39.6,54.3,3
69,12.9,41,3
29,69.1,59.4,3
14,24.6,41.6,3
4,10.2,50.2,3
60,54,58.3,3
55,66.2,45.5,3
7,20.1,41.3,3
13,65.3,48.9,3
33,16.9,52.4,3
52,42.4,47.3,3
70,57.9,44.1,3
19,46,52.5,3
23,53.6,53.9,3
15,59.3,42.2,3
63,35.7,50.1,3
24,61.9,56,3
15,52.2,56.8,3
50,45.3,47.7,3
32,47.7,54.4,3
32,4.7,51.1,3
21,28.9,45.7,3
5,54.1,59,3
34,9.4,49.5,3
48,39.2,56.4,3
26,62.5,59.1,3
5,47.5,44.4,3
26,3.7,58.7,3
22,6.3,53.3,3
8,49.4,58.5,3
32,47,46.9,3
65,46.1,48,3
43,10.6,52.8,3
16,48.9,57.5,3
20,1.4,43.4,3
21,18.6,52.8,3
4,23.2,46.5,3
0,16,45.6,3
20,64,53.8,3
14,27.9,41.2,3
9,69.7,41.8,3
30,65.9,40.9,3
62,28.8,59.9,3
46,59.1,45.2,3
61,43.7,51.8,3
5,44.1,53.3,3
29,7.8,41.9,3
35,58.7,47.5,3
58,21.9,46,3
17,24.6,43.1,3
28,17.5,45,3
11,41.3,53.1,3
9,29.2,57.8,3
16,63.4,45.6,3
34,68.6,55.7,3
69,32.5,44.8,3
27,44.2,40.8,3
51,49.8,42.3,3
52,53.4,55,3
59,16.3,46.6,3
70,25,52.4,3
20,57.2,50.7,3
16,59.2,50.5,3
14,7.4,59.1,3
50,40.8,58.1,3
37,61.5,58.6,3
23,6.3,53.1,3
41,61.6,51.7,3
39,44.3,57.2,3
40,38.6,46.1,3
45,8.9,55.5,3
66,58.5,53.6,3
41,65.8,53.1,3
38,36.4,54.8,3
39,48.7,40.2,3
60,46.2,49.9,3
42,12.9,54.9,3
0,36.2,58.6,3
29,14,47.9,3
68,10.8,51.4,3
28,30.7,46.4,3
9,65.4,46.7,3
68,23.6,55.8,3
58,62.6,58,3
18,36.5,42.5,3
29,33.7,57.1,3
32,27.6,47.3,3
34,15.3,48.3,3
57,37.1,42.6,3
43,41.7,44.6,3
27,26.7,56.3,3
33,3,56.5,3
48,39.7,45,3
2,32.9,45.4,3
9,44.6,52,3
10,32.3,59.1,3
27,0.3,53.4,3
2,31.3,46,3
26,39.7,48.7,3
40,54.6,46,3
43,69.7,45.1,3
5,50.3,50.6,3
58,38,45.7,3
15,9.8,43.2,3
64,33.9,49.1,3
69,65.4,49.2,3
28,7.8,47.4,3
9,63.3,46.7,3
14,34.4,59.5,3
43,58.2,55.5,3
31,39.3,53,3
40,65.4,54,3
39,58.2,41.7,3
46,61.2,40,3
46,59.2,48.3,3
63,55.9,53.6,3
62,51,56.9,3
41,56.8,42.2,3
46,40.2,49.7,3
37,37,47,3
3,15.4,45.9,3
62,35,47.5,3
63,26.7,45.6,3
52,61.8,46.4,3
3,63.2,59.7,3
54,6,50.9,3
31,48.6,43.6,3
12,15.7,46.5,3
16,12.5,48.3,3
16,25.1,52,3
17,67,40.3,3
37,23.8,59,3
44,59.6,49.1,3
6,54.4,45.4,3
30,65.8,50.4,3
22,3.7,57.9,3
36,4.3,53.7,3
33,67.9,44.8,3
11,57.5,50,3
70,9,42.4,3
38,45.8,45.1,3
1,42.8,43.5,3
52,43.7,58,3
40,29.2,46,3
57,44.1,50,3
57,53.4,50.6,3
18,36.2,56.8,3
46,6.4,55.2,3
23,3.6,41.1,3
25,63.1,56.1,3
23,35.5,43.5,3
49,65.1,51.1,3
14,42.1,49.4,3
46,24.6,40.8,3
7,1.1,56.8,3
29,49.3,51.4,3
0,56.4,56.5,3
32,15.2,54.1,3
6,5.5,43,3
67,38.3,55.8,3
42,22.1,50.9,3
45,30.3,56.8,3
42,45.5,54,3
30,31.1,43.4,3
52,11.3,57,3
21,62.3,58.5,3
49,30.8,48.7,3
5,5.7,42.3,3
27,13.2,44.9,3
0,2,50.7,3
8,49.5,52.1,3
30,37.8,41.5,3
